mets	metNames	compartment	metFormulas
MAM01479l	cholesterol-ester-7-tetrade	Lysosome	C41H70O2
MAM01479r	cholesterol-ester-7-tetrade	Endoplasmic reticulum	C41H70O2
MAM01480l	cholesterol-ester-8,11,14,17-eico	Lysosome	C47H76O2
MAM01480r	cholesterol-ester-8,11,14,17-eico	Endoplasmic reticulum	C47H76O2
MAM01481l	cholesterol-ester-8,11-eico	Lysosome	C47H80O2
MAM01481r	cholesterol-ester-8,11-eico	Endoplasmic reticulum	C47H80O2
MAM01482l	cholesterol-ester-9,12,15,18,21-tetra	Lysosome	C51H82O2
MAM01482r	cholesterol-ester-9,12,15,18,21-tetra	Endoplasmic reticulum	C51H82O2
MAM01483l	cholesterol-ester-9,12,15,18-tetraco	Lysosome	C51H84O2
MAM01483r	cholesterol-ester-9,12,15,18-tetraco	Endoplasmic reticulum	C51H84O2
MAM01484l	cholesterol-ester-9-eicose	Lysosome	C47H82O2
MAM01484r	cholesterol-ester-9-eicose	Endoplasmic reticulum	C47H82O2
MAM01485l	cholesterol-ester-9-heptade	Lysosome	C44H76O2
MAM01485r	cholesterol-ester-9-heptade	Endoplasmic reticulum	C44H76O2
MAM01486l	cholesterol-ester-9-octa	Lysosome	C45H78O2
MAM01486r	cholesterol-ester-9-octa	Endoplasmic reticulum	C45H78O2
MAM01487l	cholesterol-ester-9-tetrade	Lysosome	C41H70O2
MAM01487r	cholesterol-ester-9-tetrade	Endoplasmic reticulum	C41H70O2
MAM01488l	cholesterol-ester-arach	Lysosome	C47H76O2
MAM01488r	cholesterol-ester-arach	Endoplasmic reticulum	C47H76O2
MAM01489l	cholesterol-ester-cis-vac	Lysosome	C45H78O2
MAM01489r	cholesterol-ester-cis-vac	Endoplasmic reticulum	C45H78O2
MAM01490l	cholesterol-ester-dihomo-gamma	Lysosome	C47H78O2
MAM01490r	cholesterol-ester-dihomo-gamma	Endoplasmic reticulum	C47H78O2
MAM01491l	cholesterol-ester-docosa	Lysosome	C49H88O2
MAM01491r	cholesterol-ester-docosa	Endoplasmic reticulum	C49H88O2
MAM01492l	cholesterol-ester-eico	Lysosome	C47H84O2
MAM01492r	cholesterol-ester-eico	Endoplasmic reticulum	C47H84O2
MAM01493l	cholesterol-ester-gamma-lin	Lysosome	C45H74O2
MAM01493r	cholesterol-ester-gamma-lin	Endoplasmic reticulum	C45H74O2
MAM01494l	cholesterol-ester-heneico	Lysosome	C48H86O2
MAM01494r	cholesterol-ester-heneico	Endoplasmic reticulum	C48H86O2
MAM01495l	cholesterol-ester-hepta	Lysosome	C44H78O2
MAM01495r	cholesterol-ester-hepta	Endoplasmic reticulum	C44H78O2
MAM01496l	cholesterol-ester-hexacosa	Lysosome	C53H96O2
MAM01496r	cholesterol-ester-hexacosa	Endoplasmic reticulum	C53H96O2
MAM01497l	cholesterol-ester-hexecose	Lysosome	C53H94O2
MAM01497r	cholesterol-ester-hexecose	Endoplasmic reticulum	C53H94O2
MAM01498l	cholesterol-ester-laur	Lysosome	C39H68O2
MAM01498r	cholesterol-ester-laur	Endoplasmic reticulum	C39H68O2
MAM01499l	cholesterol-ester-lin	Lysosome	C45H76O2
MAM01499r	cholesterol-ester-lin	Endoplasmic reticulum	C45H76O2
MAM01500l	cholesterol-ester-linolen	Lysosome	C45H74O2
MAM01500r	cholesterol-ester-linolen	Endoplasmic reticulum	C45H74O2
MAM01501l	cholesterol-ester-myrist	Lysosome	C41H72O2
MAM01501r	cholesterol-ester-myrist	Endoplasmic reticulum	C41H72O2
MAM01502l	cholesterol-ester-nanode	Lysosome	C46H82O2
MAM01502r	cholesterol-ester-nanode	Endoplasmic reticulum	C46H82O2
MAM01503l	cholesterol-ester-ol	Lysosome	C45H78O2
MAM01503r	cholesterol-ester-ol	Endoplasmic reticulum	C45H78O2
MAM01504l	cholesterol-ester-palm	Lysosome	C43H76O2
MAM01504r	cholesterol-ester-palm	Endoplasmic reticulum	C43H76O2
MAM01505l	cholesterol-ester-palmn	Lysosome	C43H74O2
MAM01505r	cholesterol-ester-palmn	Endoplasmic reticulum	C43H74O2
MAM01506l	cholesterol-ester-penta	Lysosome	C42H74O2
MAM01506r	cholesterol-ester-penta	Endoplasmic reticulum	C42H74O2
MAM01507l	cholesterol-ester-stea	Lysosome	C45H80O2
MAM01507r	cholesterol-ester-stea	Endoplasmic reticulum	C45H80O2
MAM01508l	cholesterol-ester-tetraco	Lysosome	C51H92O2
MAM01508r	cholesterol-ester-tetraco	Endoplasmic reticulum	C51H92O2
MAM01509l	cholesterol-ester-trico	Lysosome	C50H90O2
MAM01509r	cholesterol-ester-trico	Endoplasmic reticulum	C50H90O2
MAM01510l	cholesterol-ester-tridec	Lysosome	C40H70O2
MAM01510r	cholesterol-ester-tridec	Endoplasmic reticulum	C40H70O2
MAM01511c	cholesterol-STAR	Cytosol	C1420H2313N409O415S17
MAM01511m	cholesterol-STAR	Mitochondria	C1420H2313N409O415S17
MAM01512c	cholesterol-sulfate	Cytosol	C27H45O4S
MAM01512r	cholesterol-sulfate	Endoplasmic reticulum	C27H45O4S
MAM01513c	choline	Cytosol	C5H14NO
MAM01513g	choline	Golgi apparatus	C5H14NO
MAM01513m	choline	Mitochondria	C5H14NO
MAM01513n	choline	Nucleus	C5H14NO
MAM01513r	choline	Endoplasmic reticulum	C5H14NO
MAM01513e	choline	Extracellular	C5H14NO
MAM01514c	choloyl-CoA	Cytosol	C45H70N7O20P3S
MAM01514x	choloyl-CoA	Peroxisome	C45H70N7O20P3S
MAM01514r	choloyl-CoA	Endoplasmic reticulum	C45H70N7O20P3S
MAM01515g	chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2	Golgi apparatus	C37H54NO37S2X
MAM01516g	chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3	Golgi apparatus	C45H67N2O42S2X
MAM01517g	chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan	Golgi apparatus	C45H66N2O45S3X
MAM01517l	chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan	Lysosome	C45H66N2O45S3X
MAM01517e	chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan	Extracellular	C45H66N2O45S3X
MAM01518g	chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1	Golgi apparatus	C31H47NO31S2X
MAM01519l	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1	Lysosome	C45H68N2O43S2
MAM01520l	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2	Lysosome	C37H55NO38S2
MAM01521l	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3	Lysosome	C31H48NO32S2
MAM01522l	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4	Lysosome	C31H49NO29S
MAM01523l	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 5	Lysosome	C23H36O24S
MAM01524l	chondroitin sulfate A (GalNAc4S-GlcA), free chain	Lysosome	C45H67N2O46S3
MAM01525g	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan	Golgi apparatus	C45H65N2O48S4X
MAM01525l	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan	Lysosome	C45H65N2O48S4X
MAM01525e	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan	Extracellular	C45H65N2O48S4X
MAM01526l	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1	Lysosome	C45H67N2O46S3
MAM01527l	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2	Lysosome	C37H54NO41S3
MAM01528l	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3	Lysosome	C37H55NO38S2
MAM01529l	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), free chain	Lysosome	C45H66N2O49S4
MAM01530g	chondroitin sulfate B (IdoA2S-GalNAc4S), precursor 4	Golgi apparatus	C45H67N2O42S2X
MAM01531g	chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5	Golgi apparatus	C45H66N2O45S3X
MAM01532g	chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1	Golgi apparatus	C31H47NO31S2X
MAM01533g	chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan	Golgi apparatus	C45H66N2O45S3X
MAM01533l	chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan	Lysosome	C45H66N2O45S3X
MAM01533e	chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan	Extracellular	C45H66N2O45S3X
MAM01534l	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1	Lysosome	C45H68N2O43S2
MAM01535l	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 2	Lysosome	C37H55NO38S2
MAM01536l	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3	Lysosome	C31H48NO32S2
MAM01537l	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4	Lysosome	C31H49NO29S
MAM01538l	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 5	Lysosome	C23H36O24S
MAM01539l	chondroitin sulfate C (GalNAc6S-GlcA), free chain	Lysosome	C45H67N2O46S3
MAM01540g	chondroitin sulfate C (GalNAc6S-GlcA), precursor 2	Golgi apparatus	C37H54NO37S2X
MAM01541g	chondroitin sulfate C (GalNAc6S-GlcA), precursor 3	Golgi apparatus	C45H67N2O42S2X
MAM01542g	chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2	Golgi apparatus	C31H46NO34S3X
MAM01543g	chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan	Golgi apparatus	C45H64N2O51S5X
MAM01543l	chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan	Lysosome	C45H64N2O51S5X
MAM01543e	chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan	Extracellular	C45H64N2O51S5X
MAM01544l	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1	Lysosome	C45H66N2O49S4
MAM01545l	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 2	Lysosome	C37H53NO44S4
MAM01546l	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3	Lysosome	C37H54NO41S3
MAM01547l	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 4	Lysosome	C31H47NO35S3
MAM01548l	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5	Lysosome	C31H48NO32S2
MAM01549l	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 6	Lysosome	C23H35O27S2
MAM01550l	chondroitin sulfate D (GlcNAc6S-GlcA2S), free chain	Lysosome	C45H65N2O52S5
MAM01551g	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 3	Golgi apparatus	C37H53NO40S3X
MAM01552g	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4	Golgi apparatus	C45H66N2O45S3X
MAM01553g	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 5	Golgi apparatus	C45H65N2O48S4X
MAM01554g	chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan	Golgi apparatus	C45H63N2O54S6X
MAM01554l	chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan	Lysosome	C45H63N2O54S6X
MAM01554e	chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan	Extracellular	C45H63N2O54S6X
MAM01555l	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1	Lysosome	C45H65N2O52S5
MAM01556l	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2	Lysosome	C45H66N2O49S4
MAM01557l	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3	Lysosome	C37H53NO44S4
MAM01558l	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4	Lysosome	C31H46NO38S4
MAM01559l	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5	Lysosome	C31H47NO35S3
MAM01560l	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6	Lysosome	C31H48NO32S2
MAM01561l	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 7	Lysosome	C23H35O27S2
MAM01562l	chondroitin sulfate E (GalNAc4,6diS-GlcA), free chain	Lysosome	C45H64N2O55S6
MAM01563g	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2	Golgi apparatus	C31H45NO37S4X
MAM01564g	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3	Golgi apparatus	C37H52NO43S4X
MAM01565g	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4	Golgi apparatus	C45H65N2O48S4X
MAM01566g	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a	Golgi apparatus	C45H64N2O51S5X
MAM01567g	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b	Golgi apparatus	C45H64N2O51S5X
MAM01568g	chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))	Golgi apparatus	C31H49NO25X
MAM01569l	chylomicron remnant	Lysosome	C25519H39954N6593O8030P6S113R283
MAM01569e	chylomicron remnant	Extracellular	C25519H39954N6593O8030P6S113R283
MAM01570e	chylomicron	Extracellular	C488977H426169N6593O471488P6S113R232012
MAM01571c	cimetidine	Cytosol	C10H16N6S
MAM01571e	cimetidine	Extracellular	C10H16N6S
MAM01572c	cinnavalininate	Cytosol	C14H6N2O6
MAM01573m	cis-(3S)-hydroxytetradec-5-enoyl-CoA	Mitochondria	C35H56N7O18P3S
MAM01573x	cis-(3S)-hydroxytetradec-5-enoyl-CoA	Peroxisome	C35H56N7O18P3S
MAM01574m	cis-(3S)-hydroxytetradec-7-enoyl-CoA	Mitochondria	C35H56N7O18P3S
MAM01574x	cis-(3S)-hydroxytetradec-7-enoyl-CoA	Peroxisome	C35H56N7O18P3S
MAM01575m	cis,cis-3,6-dodecadienoyl-CoA	Mitochondria	C33H50N7O17P3S
MAM01575x	cis,cis-3,6-dodecadienoyl-CoA	Peroxisome	C33H50N7O17P3S
MAM01576m	cis,cis-myristo-5,8-dienoyl-CoA	Mitochondria	C35H54N7O17P3S
MAM01576x	cis,cis-myristo-5,8-dienoyl-CoA	Peroxisome	C35H54N7O17P3S
MAM01577m	cis,cis-palmito-7,10-dienoyl-CoA	Mitochondria	C37H58N7O17P3S
MAM01577x	cis,cis-palmito-7,10-dienoyl-CoA	Peroxisome	C37H58N7O17P3S
MAM01578c	cis-2-hydroxycinnamate	Cytosol	C9H7O3
MAM01579m	cis-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA	Mitochondria	C31H46N7O17P3S
MAM01579x	cis-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA	Peroxisome	C31H46N7O17P3S
MAM01580c	cis-aconitate	Cytosol	C6H3O6
MAM01580m	cis-aconitate	Mitochondria	C6H3O6
MAM01581c	cis-beta-D-glucosyl-2-hydroxycinnamate	Cytosol	C15H18O8
MAM01582c	cis-cetoleic acid	Cytosol	C22H41O2
MAM01582l	cis-cetoleic acid	Lysosome	C22H41O2
MAM01582r	cis-cetoleic acid	Endoplasmic reticulum	C22H41O2
MAM01582e	cis-cetoleic acid	Extracellular	C22H41O2
MAM01583c	cis-erucic acid	Cytosol	C22H41O2
MAM01583l	cis-erucic acid	Lysosome	C22H41O2
MAM01583r	cis-erucic acid	Endoplasmic reticulum	C22H41O2
MAM01583e	cis-erucic acid	Extracellular	C22H41O2
MAM01584c	cis-gondoic acid	Cytosol	C20H37O2
MAM01584l	cis-gondoic acid	Lysosome	C20H37O2
MAM01584r	cis-gondoic acid	Endoplasmic reticulum	C20H37O2
MAM01584e	cis-gondoic acid	Extracellular	C20H37O2
MAM01585c	cis-vaccenic acid	Cytosol	C18H33O2
MAM01585l	cis-vaccenic acid	Lysosome	C18H33O2
MAM01585r	cis-vaccenic acid	Endoplasmic reticulum	C18H33O2
MAM01585e	cis-vaccenic acid	Extracellular	C18H33O2
MAM01586c	cis-vaccenoyl-CoA	Cytosol	C39H64N7O17P3S
MAM01586m	cis-vaccenoyl-CoA	Mitochondria	C39H64N7O17P3S
MAM01586x	cis-vaccenoyl-CoA	Peroxisome	C39H64N7O17P3S
MAM01586r	cis-vaccenoyl-CoA	Endoplasmic reticulum	C39H64N7O17P3S
MAM01587c	citrate	Cytosol	C6H5O7
MAM01587m	citrate	Mitochondria	C6H5O7
MAM01587e	citrate	Extracellular	C6H5O7
MAM01588c	citrulline	Cytosol	C6H13N3O3
MAM01588g	citrulline	Golgi apparatus	C6H13N3O3
MAM01588m	citrulline	Mitochondria	C6H13N3O3
MAM01588e	citrulline	Extracellular	C6H13N3O3
MAM01589c	CL pool	Cytosol	C13H16O17P2R4
MAM01589m	CL pool	Mitochondria	C13H16O17P2R4
MAM01590c	CMP	Cytosol	C9H12N3O8P
MAM01590g	CMP	Golgi apparatus	C9H12N3O8P
MAM01590l	CMP	Lysosome	C9H12N3O8P
MAM01590m	CMP	Mitochondria	C9H12N3O8P
MAM01590n	CMP	Nucleus	C9H12N3O8P
MAM01590r	CMP	Endoplasmic reticulum	C9H12N3O8P
MAM01590e	CMP	Extracellular	C9H12N3O8P
MAM01591c	CMP-2-aminoethylphosphonate	Cytosol	C11H19N4O10P2
MAM01592c	CMP-N-acetylneuraminate	Cytosol	C20H29N4O16P
MAM01592g	CMP-N-acetylneuraminate	Golgi apparatus	C20H29N4O16P
MAM01592n	CMP-N-acetylneuraminate	Nucleus	C20H29N4O16P
MAM01593c	CMP-neuNGc	Cytosol	C20H29N4O17P
MAM01594c	CMP-N-trimethyl-2-aminoethylphosphonate	Cytosol	C14H25N4O10P2
MAM01595c	CO	Cytosol	CO
MAM01595e	CO	Extracellular	CO
MAM01596c	CO2	Cytosol	CO2
MAM01596g	CO2	Golgi apparatus	CO2
MAM01596m	CO2	Mitochondria	CO2
MAM01596x	CO2	Peroxisome	CO2
MAM01596r	CO2	Endoplasmic reticulum	CO2
MAM01596e	CO2	Extracellular	CO2
MAM01597c	CoA	Cytosol	C21H32N7O16P3S
MAM01597g	CoA	Golgi apparatus	C21H32N7O16P3S
MAM01597l	CoA	Lysosome	C21H32N7O16P3S
MAM01597m	CoA	Mitochondria	C21H32N7O16P3S
MAM01597n	CoA	Nucleus	C21H32N7O16P3S
MAM01597x	CoA	Peroxisome	C21H32N7O16P3S
MAM01597r	CoA	Endoplasmic reticulum	C21H32N7O16P3S
MAM01598m	cob(I)alamin	Mitochondria	C62H88CoN13O14P
MAM01599c	cob(II)alamin	Cytosol	C62H88CoN13O14P
MAM01599m	cob(II)alamin	Mitochondria	C62H88CoN13O14P
MAM01600m	cobamide-coenzyme	Mitochondria	C72H100CoN18O17P
MAM01601c	cocaine	Cytosol	C17H21NO4
MAM01601r	cocaine	Endoplasmic reticulum	C17H21NO4
MAM01603c	coproporphyrin I	Cytosol	C36H34N4O8
MAM01603e	coproporphyrin I	Extracellular	C36H34N4O8
MAM01604c	coproporphyrin III	Cytosol	C36H34N4O8
MAM01604e	coproporphyrin III	Extracellular	C36H34N4O8
MAM01605c	coproporphyrinogen I	Cytosol	C36H40N4O8
MAM01606c	coproporphyrinogen III	Cytosol	C36H40N4O8
MAM01607g	core 2	Golgi apparatus	C22H37N2O15X
MAM01608g	core 3	Golgi apparatus	C16H27N2O10X
MAM01609g	core 4	Golgi apparatus	C24H40N3O15X
MAM01610g	core 5	Golgi apparatus	C16H27N2O10X
MAM01610c	core 5	Cytosol	C16H27N2O10X
MAM01610e	core 5	Extracellular	C16H27N2O10X
MAM01611g	core 6	Golgi apparatus	C16H27N2O10X
MAM01611l	core 6	Lysosome	C16H27N2O10X
MAM01612g	core 7	Golgi apparatus	C16H27N2O10X
MAM01612c	core 7	Cytosol	C16H27N2O10X
MAM01612e	core 7	Extracellular	C16H27N2O10X
MAM01613g	core 8	Golgi apparatus	C14H24NO10X
MAM01613c	core 8	Cytosol	C14H24NO10X
MAM01613e	core 8	Extracellular	C14H24NO10X
MAM01614c	corticosterone	Cytosol	C21H30O4
MAM01614m	corticosterone	Mitochondria	C21H30O4
MAM01614r	corticosterone	Endoplasmic reticulum	C21H30O4
MAM01614e	corticosterone	Extracellular	C21H30O4
MAM01615c	cortisol	Cytosol	C21H30O5
MAM01615m	cortisol	Mitochondria	C21H30O5
MAM01615r	cortisol	Endoplasmic reticulum	C21H30O5
MAM01615e	cortisol	Extracellular	C21H30O5
MAM01616c	cortisone	Cytosol	C21H28O5
MAM01616r	cortisone	Endoplasmic reticulum	C21H28O5
MAM01617c	coumarin	Cytosol	C9H6O2
MAM01617e	coumarin	Extracellular	C9H6O2
MAM01618c	cPMP	Cytosol	C10H13N5O8P
MAM01619c	creatine	Cytosol	C4H9N3O2
MAM01619m	creatine	Mitochondria	C4H9N3O2
MAM01619e	creatine	Extracellular	C4H9N3O2
MAM01620c	creatine-phosphate	Cytosol	C4H8N3O5P
MAM01620m	creatine-phosphate	Mitochondria	C4H8N3O5P
MAM01621c	creatinine	Cytosol	C4H7N3O
MAM01621e	creatinine	Extracellular	C4H7N3O
MAM01622m	crotonyl-CoA	Mitochondria	C25H36N7O17P3S
MAM01622x	crotonyl-CoA	Peroxisome	C25H36N7O17P3S
MAM01623c	CTP	Cytosol	C9H12N3O14P3
MAM01623m	CTP	Mitochondria	C9H12N3O14P3
MAM01623n	CTP	Nucleus	C9H12N3O14P3
MAM01623e	CTP	Extracellular	C9H12N3O14P3
MAM01624c	Cu2+	Cytosol	Cu
MAM01624e	Cu2+	Extracellular	Cu
MAM01625c	cyclic-3-hydroxymelatonin	Cytosol	C13H16N2O3
MAM01626c	cys-gly	Cytosol	C5H10N2O3S
MAM01626e	cys-gly	Extracellular	C5H10N2O3S
MAM01627c	cysteamine	Cytosol	C2H8NS
MAM01628c	cysteine	Cytosol	C3H7NO2S
MAM01628l	cysteine	Lysosome	C3H7NO2S
MAM01628m	cysteine	Mitochondria	C3H7NO2S
MAM01628e	cysteine	Extracellular	C3H7NO2S
MAM01629c	cystine	Cytosol	C6H12N2O4S2
MAM01629e	cystine	Extracellular	C6H12N2O4S2
MAM01630c	cytidine	Cytosol	C9H13N3O5
MAM01630l	cytidine	Lysosome	C9H13N3O5
MAM01630m	cytidine	Mitochondria	C9H13N3O5
MAM01630n	cytidine	Nucleus	C9H13N3O5
MAM01630e	cytidine	Extracellular	C9H13N3O5
MAM01631m	cytochrome-C	Mitochondria	C1612H2513FeN447O449S20
MAM01632c	cytosine	Cytosol	C4H5N3O
MAM01632e	cytosine	Extracellular	C4H5N3O
MAM01633c	D-3-amino-isobutanoate	Cytosol	C4H9NO2
MAM01633m	D-3-amino-isobutanoate	Mitochondria	C4H9NO2
MAM01633e	D-3-amino-isobutanoate	Extracellular	C4H9NO2
MAM01634c	D-3-hydroxydodecanoyl-[ACP]	Cytosol	C23H43N2O9PRS
MAM01635c	D-3-hydroxyhexanoyl-[ACP]	Cytosol	C17H31N2O9PRS
MAM01636c	D-4-phosphopantothenate	Cytosol	C9H15NO8P
MAM01637c	dADP	Cytosol	C10H12N5O9P2
MAM01637m	dADP	Mitochondria	C10H12N5O9P2
MAM01637n	dADP	Nucleus	C10H12N5O9P2
MAM01638c	D-alanine	Cytosol	C3H7NO2
MAM01638l	D-alanine	Lysosome	C3H7NO2
MAM01638x	D-alanine	Peroxisome	C3H7NO2
MAM01638e	D-alanine	Extracellular	C3H7NO2
MAM01639c	dAMP	Cytosol	C10H12N5O6P
MAM01639l	dAMP	Lysosome	C10H12N5O6P
MAM01639n	dAMP	Nucleus	C10H12N5O6P
MAM01640c	D-arginine	Cytosol	C6H15N4O2
MAM01640x	D-arginine	Peroxisome	C6H15N4O2
MAM01640e	D-arginine	Extracellular	C6H15N4O2
MAM01641c	D-aspartate	Cytosol	C4H6NO4
MAM01641x	D-aspartate	Peroxisome	C4H6NO4
MAM01641e	D-aspartate	Extracellular	C4H6NO4
MAM01642c	dATP	Cytosol	C10H12N5O12P3
MAM01642m	dATP	Mitochondria	C10H12N5O12P3
MAM01642n	dATP	Nucleus	C10H12N5O12P3
MAM01643c	dCDP	Cytosol	C9H12N3O10P2
MAM01643m	dCDP	Mitochondria	C9H12N3O10P2
MAM01643n	dCDP	Nucleus	C9H12N3O10P2
MAM01644c	dCMP	Cytosol	C9H12N3O7P
MAM01644l	dCMP	Lysosome	C9H12N3O7P
MAM01644m	dCMP	Mitochondria	C9H12N3O7P
MAM01644n	dCMP	Nucleus	C9H12N3O7P
MAM01645c	dCTP	Cytosol	C9H12N3O13P3
MAM01645m	dCTP	Mitochondria	C9H12N3O13P3
MAM01645n	dCTP	Nucleus	C9H12N3O13P3
MAM01646c	deamido-NAD	Cytosol	C21H24N6O15P2
MAM01646n	deamido-NAD	Nucleus	C21H24N6O15P2
MAM01647c	debrisoquin	Cytosol	C10H14N3
MAM01647e	debrisoquin	Extracellular	C10H14N3
MAM01648c	decanoic acid	Cytosol	C10H19O2
MAM01648e	decanoic acid	Extracellular	C10H19O2
MAM01649c	decanoyl-[ACP]	Cytosol	C21H39N2O8PRS
MAM01650c	decanoyl-CoA	Cytosol	C31H50N7O17P3S
MAM01650m	decanoyl-CoA	Mitochondria	C31H50N7O17P3S
MAM01650x	decanoyl-CoA	Peroxisome	C31H50N7O17P3S
MAM01651l	de-Fuc form of PA6 (wo peptide linkage)	Lysosome	C84H136N6O62
MAM01652l	de-Fuc form of PA6	Lysosome	C84H135N6O61X
MAM01652e	de-Fuc form of PA6	Extracellular	C84H135N6O61X
MAM01653l	de-Fuc, GlcNAc removed PA6 (wo peptide linkage)	Lysosome	C76H123N5O57
MAM01654c	dehydroalanine	Cytosol	C3H5NO2
MAM01655c	dehydroascorbic acid	Cytosol	C6H5O6
MAM01655e	dehydroascorbic acid	Extracellular	C6H5O6
MAM01656c	dehydrodolichol	Cytosol	C100H162O
MAM01657c	dehydrodolichol-diphosphate	Cytosol	C100H161O7P2
MAM01658c	dehydrodolichol-phosphate	Cytosol	C100H161O4P
MAM01659c	dehydroepiandrosterone sulfate	Cytosol	C19H27O5S
MAM01659r	dehydroepiandrosterone sulfate	Endoplasmic reticulum	C19H27O5S
MAM01659e	dehydroepiandrosterone sulfate	Extracellular	C19H27O5S
MAM01660c	dehydroepiandrosterone	Cytosol	C19H28O2
MAM01660r	dehydroepiandrosterone	Endoplasmic reticulum	C19H28O2
MAM01661c	dehydrospermidine	Cytosol	C7H20N3
MAM01662c	delta-12-prostaglandin J2	Cytosol	C20H29O4
MAM01662r	delta-12-prostaglandin J2	Endoplasmic reticulum	C20H29O4
MAM01663x	delta1-piperideine-2-carboxylate	Peroxisome	C6H9NO2
MAM01664x	delta2-THA-CoA	Peroxisome	C45H64N7O17P3S
MAM01665r	dem2emgacpail_prot heparan sulfate	Endoplasmic reticulum	C39H70N3O38P3R2X
MAM01665c	dem2emgacpail_prot heparan sulfate	Cytosol	C39H70N3O38P3R2X
MAM01665e	dem2emgacpail_prot heparan sulfate	Extracellular	C39H70N3O38P3R2X
MAM01666c	deoxyadenosine	Cytosol	C10H13N5O3
MAM01666l	deoxyadenosine	Lysosome	C10H13N5O3
MAM01666e	deoxyadenosine	Extracellular	C10H13N5O3
MAM01667c	deoxycholoyl-CoA	Cytosol	C45H70N7O19P3S
MAM01667x	deoxycholoyl-CoA	Peroxisome	C45H70N7O19P3S
MAM01667r	deoxycholoyl-CoA	Endoplasmic reticulum	C45H70N7O19P3S
MAM01668c	deoxycytidine	Cytosol	C9H13N3O4
MAM01668l	deoxycytidine	Lysosome	C9H13N3O4
MAM01668m	deoxycytidine	Mitochondria	C9H13N3O4
