rxns	rxnNames	formulas	grRules	subSystems
MAR03003		(13Z,16Z)-docosadienoic acid[r] + ATP[r] + CoA[r] => (13Z,16Z)-docosadienoyl-CoA[r] + AMP[r] + PPi[r]	ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142	Fatty acid activation (endoplasmic reticular)
MAR02152	Acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	acetyl-[ACP][c] + H+[c] + malonyl-[ACP][c] => [ACP][c] + acetoacetyl-[ACP][c] + CO2[c]	ENSG00000151093 or ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02153	(3R)-3-hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase	acetoacetyl-[ACP][c] + H+[c] + NADPH[c] => (R)-3-hydroxybutanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02154	(3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	(R)-3-hydroxybutanoyl-[ACP][c] => but-2-enoyl-[ACP][c] + H2O[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02155	butyryl-[acp]:NADP+ trans-2-oxidoreductase	but-2-enoyl-[ACP][c] + H+[c] + NADPH[c] => butyryl-[ACP][c] + NADP+[c]	ENSG00000115425 or ENSG00000116353 or ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02156	butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	butyryl-[ACP][c] + H+[c] + malonyl-[ACP][c] => [ACP][c] + 3-oxohexanoyl-[ACP][c] + CO2[c]	ENSG00000151093 or ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02157	(3R)-3-hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	3-oxohexanoyl-[ACP][c] + H+[c] + NADPH[c] => D-3-hydroxyhexanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02158	(3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	D-3-hydroxyhexanoyl-[ACP][c] => (2E)-hexenoyl-[ACP][c] + H2O[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02159	hexanoyl-[acp]:NADP+ trans-2-oxidoreductase	(2E)-hexenoyl-[ACP][c] + H+[c] + NADPH[c] => hexanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02160	hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	H+[c] + hexanoyl-[ACP][c] + malonyl-[ACP][c] => [ACP][c] + 3-oxooctanoyl-[ACP][c] + CO2[c]	ENSG00000151093 or ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02161	(3R)-3-hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	3-oxooctanoyl-[ACP][c] + H+[c] + NADPH[c] => (R)-3-hydroxyoctanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02162	(3R)-3-hydroxyoctanoyl-[acyl-carrier-protein] hydro-lyase	(R)-3-hydroxyoctanoyl-[ACP][c] => (2E)-octenoyl-[ACP][c] + H2O[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02163	octanoyl-[acp]:NADP+ trans-2-oxidoreductase	(2E)-octenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + octanoyl-[ACP][c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02164	Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	H+[c] + malonyl-[ACP][c] + octanoyl-[ACP][c] => [ACP][c] + 3-oxodecanoyl-[ACP][c] + CO2[c]	ENSG00000151093 or ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02165	(3R)-3-hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	3-oxodecanoyl-[ACP][c] + H+[c] + NADPH[c] => (R)-3-hydroxydecanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02166	(3R)-3-hydroxydecanoyl-[acyl-carrier-protein] hydro-lyase	(R)-3-hydroxydecanoyl-[ACP][c] => (2E)-decenoyl-[ACP][c] + H2O[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02167	decanoyl-[acp]:NADP+ trans-2-oxidoreductase	(2E)-decenoyl-[ACP][c] + H+[c] + NADPH[c] => decanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02168	Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	decanoyl-[ACP][c] + H+[c] + malonyl-[ACP][c] => [ACP][c] + 3-oxododecanoyl-[ACP][c] + CO2[c]	ENSG00000151093 or ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02169	(3R)-3-hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	3-oxododecanoyl-[ACP][c] + H+[c] + NADPH[c] => D-3-hydroxydodecanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02170	(3R)-3-hydroxydodecanoyl-[acyl-carrier-protein] hydro-lyase	D-3-hydroxydodecanoyl-[ACP][c] => (2E)-dodecenoyl-[ACP][c] + H2O[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02171	dodecanoyl-[acp]:NADP+ trans-2-oxidoreductase	(2E)-dodecenoyl-[ACP][c] + H+[c] + NADPH[c] => dodecanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02173	dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	dodecanoyl-[ACP][c] + H+[c] + malonyl-[ACP][c] => [ACP][c] + 3-oxotetradecanoyl-[ACP][c] + CO2[c]	ENSG00000151093 or ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02174	(3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	3-oxotetradecanoyl-[ACP][c] + H+[c] + NADPH[c] <=> HMA[c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02175	(3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein] hydro-lyase	HMA[c] => (2E)-tetradecenoyl-[ACP][c] + H2O[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02176	tetradecanoyl-[acp]:NADP+ trans-2-oxidoreductase	(2E)-tetradecenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + tetradecanoyl-[ACP][c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02178	Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	H+[c] + malonyl-[ACP][c] + tetradecanoyl-[ACP][c] => [ACP][c] + 3-oxohexadecanoyl-[ACP][c] + CO2[c]	ENSG00000151093 or ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02179	(3R)-3-hydroxypalmitoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	3-oxohexadecanoyl-[ACP][c] + H+[c] + NADPH[c] => (R)-3-hydroxypalmitoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02180	(3R)-3-hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase	(R)-3-hydroxypalmitoyl-[ACP][c] => (2E)-hexadecenoyl-[ACP][c] + H2O[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR02181	hexadecanoyl-[acp]:NADP+ trans-2-oxidoreductase	(2E)-hexadecenoyl-[ACP][c] + H+[c] + NADPH[c] => hexadecanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (even-chain)
MAR04295	acetyl-CoA:carbon-dioxide ligase (ADP-forming)	acetyl-CoA[m] + carboxybiotin-carboxyl-carrier[m] => malonyl-CoA[m] + apoC-lys_btn[m]	ENSG00000076555	Fatty acid biosynthesis (even-chain)
MAR02227		[ACP][c] + propanoyl-CoA[c] => CoA[c] + propanoyl-[ACP][c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02228		H+[c] + malonyl-[ACP][c] + propanoyl-[ACP][c] => [ACP][c] + 3-oxopentanoyl-[ACP][c] + CO2[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02229		3-oxopentanoyl-[ACP][c] + H+[c] + NADPH[c] => 3-hydroxypentanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02230		3-hydroxypentanoyl-[ACP][c] => (2E)-pentenoyl-[ACP][c] + H2O[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02231		(2E)-pentenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + pentanoyl-[ACP][c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02232		H+[c] + malonyl-[ACP][c] + pentanoyl-[ACP][c] => [ACP][c] + 3-oxoheptanoyl-[ACP][c] + CO2[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02233		3-oxoheptanoyl-[ACP][c] + H+[c] + NADPH[c] => 3-hydroxyheptanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02234		3-hydroxyheptanoyl-[ACP][c] => (2E)-heptenoyl-[ACP][c] + H2O[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02235		(2E)-heptenoyl-[ACP][c] + H+[c] + NADPH[c] => heptanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02236		H+[c] + heptanoyl-[ACP][c] + malonyl-[ACP][c] => [ACP][c] + 3-oxononanoyl-[ACP][c] + CO2[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02237		3-oxononanoyl-[ACP][c] + H+[c] + NADPH[c] => 3-hydroxynonanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02238		3-hydroxynonanoyl-[ACP][c] => (2E)-nonenoyl-[ACP][c] + H2O[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02239		(2E)-nonenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + nonanoyl-[ACP][c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02240		H+[c] + malonyl-[ACP][c] + nonanoyl-[ACP][c] => [ACP][c] + 3-oxoundecanoyl-[ACP][c] + CO2[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02241		3-oxoundecanoyl-[ACP][c] + H+[c] + NADPH[c] => 3-hydroxyundecanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02242		3-hydroxyundecanoyl-[ACP][c] => (2E)-undecenoyl-[ACP][c] + H2O[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02243		(2E)-undecenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + undecanoyl-[ACP][c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02244		H+[c] + malonyl-[ACP][c] + undecanoyl-[ACP][c] => [ACP][c] + 3-oxotridecanoyl-[ACP][c] + CO2[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02245		3-oxotridecanoyl-[ACP][c] + H+[c] + NADPH[c] => 3-hydroxytridecanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02246		3-hydroxytridecanoyl-[ACP][c] => (2E)-tridecenoyl-[ACP][c] + H2O[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02247		(2E)-tridecenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + tridecanoyl-[ACP][c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02249		H+[c] + malonyl-[ACP][c] + tridecanoyl-[ACP][c] => [ACP][c] + 3-oxopentadecanoyl-[ACP][c] + CO2[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02250		3-oxopentadecanoyl-[ACP][c] + H+[c] + NADPH[c] => 3-hydroxypentadecanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02251		3-hydroxypentadecanoyl-[ACP][c] => (2E)-pentadecenoyl-[ACP][c] + H2O[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02252		(2E)-pentadecenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + pentadecanoyl-[ACP][c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02254		H+[c] + malonyl-[ACP][c] + pentadecanoyl-[ACP][c] => [ACP][c] + 3-oxoheptadecanoyl-[ACP][c] + CO2[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02255		3-oxoheptadecanoyl-[ACP][c] + H+[c] + NADPH[c] => 3-hydroxyheptadecanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02256		3-hydroxyheptadecanoyl-[ACP][c] => (2E)-heptadecenoyl-[ACP][c] + H2O[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02257		(2E)-heptadecenoyl-[ACP][c] + H+[c] + NADPH[c] => heptadecanoyl-[ACP][c] + NADP+[c]	ENSG00000169710	Fatty acid biosynthesis (odd-chain)
MAR02305		H+[c] + malonyl-CoA[c] + oleoyl-CoA[c] => 3-oxo-11-cis-eicosenoyl-CoA[c] + CO2[c] + CoA[c]	ENSG00000012660 or ENSG00000066322 or ENSG00000118402 or ENSG00000119915 or ENSG00000164181 or ENSG00000170522 or ENSG00000197977	Fatty acid biosynthesis (unsaturated)
MAR02307		3-oxo-11-cis-eicosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-11-cis-eicosenoyl-CoA[c] + NADP+[c]	ENSG00000149084	Fatty acid biosynthesis (unsaturated)
MAR02309		3(S)-hydroxy-11-cis-eicosenoyl-CoA[c] => H2O[c] + trans,cis-2,11-eicosadienoyl-CoA[c]	ENSG00000074696 or ENSG00000146066 or ENSG00000165996 or ENSG00000188921 or ENSG00000206527	Fatty acid biosynthesis (unsaturated)
MAR02311		H+[c] + NADPH[c] + trans,cis-2,11-eicosadienoyl-CoA[c] => (11Z)-eicosenoyl-CoA[c] + NADP+[c]	ENSG00000099797 or ENSG00000205678	Fatty acid biosynthesis (unsaturated)
MAR02315		(11Z)-eicosenoyl-CoA[c] + H+[c] + malonyl-CoA[c] => 3-oxo-13cis-docosenoyl-CoA[c] + CO2[c] + CoA[c]	ENSG00000012660 or ENSG00000066322 or ENSG00000118402 or ENSG00000119915 or ENSG00000164181 or ENSG00000170522 or ENSG00000197977	Fatty acid biosynthesis (unsaturated)
MAR02317		3-oxo-13cis-docosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-13-cis-docosenoyl-CoA[c] + NADP+[c]	ENSG00000149084	Fatty acid biosynthesis (unsaturated)
MAR02319		3(S)-hydroxy-13-cis-docosenoyl-CoA[c] => H2O[c] + trans,cis-2,13-docosadienoyl-CoA[c]	ENSG00000074696 or ENSG00000146066 or ENSG00000165996 or ENSG00000188921 or ENSG00000206527	Fatty acid biosynthesis (unsaturated)
MAR02321		H+[c] + NADPH[c] + trans,cis-2,13-docosadienoyl-CoA[c] => (13Z)-docosenoyl-CoA[c] + NADP+[c]	ENSG00000099797 or ENSG00000205678	Fatty acid biosynthesis (unsaturated)
MAR02324		(13Z)-docosenoyl-CoA[c] + H+[c] + malonyl-CoA[c] => 3-oxo-cis-15-tetracosaenoyl-CoA[c] + CO2[c] + CoA[c]	ENSG00000012660 or ENSG00000066322 or ENSG00000118402 or ENSG00000119915 or ENSG00000164181 or ENSG00000170522 or ENSG00000197977	Fatty acid biosynthesis (unsaturated)
MAR02326		3-oxo-cis-15-tetracosaenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-cis-15-tetracosaenoyl-CoA[c] + NADP+[c]	ENSG00000149084	Fatty acid biosynthesis (unsaturated)
MAR02328		3(S)-hydroxy-cis-15-tetracosaenoyl-CoA[c] => H2O[c] + trans,cis-2,15-tetracosadienoyl-CoA[c]	ENSG00000074696 or ENSG00000146066 or ENSG00000165996 or ENSG00000188921 or ENSG00000206527	Fatty acid biosynthesis (unsaturated)
MAR02330		H+[c] + NADPH[c] + trans,cis-2,15-tetracosadienoyl-CoA[c] => (15Z)-tetracosenoyl-CoA[c] + NADP+[c]	ENSG00000099797 or ENSG00000205678	Fatty acid biosynthesis (unsaturated)
MAR02332		(15Z)-tetracosenoyl-CoA[c] + H+[c] + malonyl-CoA[c] => 3-oxo-hexacosenoyl-CoA[c] + CO2[c] + CoA[c]	ENSG00000012660 or ENSG00000066322 or ENSG00000118402 or ENSG00000119915 or ENSG00000164181 or ENSG00000170522 or ENSG00000197977	Fatty acid biosynthesis (unsaturated)
MAR02334		3-oxo-hexacosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-hexacosenoyl-CoA[c] + NADP+[c]	ENSG00000149084	Fatty acid biosynthesis (unsaturated)
MAR02336		3(S)-hydroxy-hexacosenoyl-CoA[c] => H2O[c] + trans,cis-2,17-hexacosadienoyl-CoA[c]	ENSG00000074696 or ENSG00000146066 or ENSG00000165996 or ENSG00000188921 or ENSG00000206527	Fatty acid biosynthesis (unsaturated)
MAR02338		H+[c] + NADPH[c] + trans,cis-2,17-hexacosadienoyl-CoA[c] => hexacosenoyl-CoA[c] + NADP+[c]	ENSG00000099797 or ENSG00000205678	Fatty acid biosynthesis (unsaturated)
MAR02342		cis-vaccenoyl-CoA[c] + H+[c] + malonyl-CoA[c] => 3-oxo-13-cis-eicosenoyl-CoA[c] + CO2[c] + CoA[c]	ENSG00000012660 or ENSG00000066322 or ENSG00000118402 or ENSG00000119915 or ENSG00000164181 or ENSG00000170522 or ENSG00000197977	Fatty acid biosynthesis (unsaturated)
MAR02343		3-oxo-13-cis-eicosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-13-cis-eicosenoyl-CoA[c] + NADP+[c]	ENSG00000149084	Fatty acid biosynthesis (unsaturated)
MAR02344		3(S)-hydroxy-13-cis-eicosenoyl-CoA[c] => H2O[c] + trans,cis-2,13-eicosadienoyl-CoA[c]	ENSG00000074696 or ENSG00000146066 or ENSG00000165996 or ENSG00000188921 or ENSG00000206527	Fatty acid biosynthesis (unsaturated)
MAR02345		H+[c] + NADPH[c] + trans,cis-2,13-eicosadienoyl-CoA[c] => (13Z)-eicosenoyl-CoA[c] + NADP+[c]	ENSG00000099797 or ENSG00000205678	Fatty acid biosynthesis (unsaturated)
MAR02347		(7Z)-octadecenoyl-CoA[c] + H+[c] + malonyl-CoA[c] => 3-oxo-9-cis-eicosenoyl-CoA[c] + CO2[c] + CoA[c]	ENSG00000012660 or ENSG00000066322 or ENSG00000118402 or ENSG00000119915 or ENSG00000164181 or ENSG00000170522 or ENSG00000197977	Fatty acid biosynthesis (unsaturated)
MAR02348		3-oxo-9-cis-eicosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-9-cis-eicosenoyl-CoA[c] + NADP+[c]	ENSG00000149084	Fatty acid biosynthesis (unsaturated)
MAR02349		3(S)-hydroxy-9-cis-eicosenoyl-CoA[c] => H2O[c] + trans,cis-2,9-eicosadienoyl-CoA[c]	ENSG00000074696 or ENSG00000146066 or ENSG00000165996 or ENSG00000188921 or ENSG00000206527	Fatty acid biosynthesis (unsaturated)
MAR02350		H+[c] + NADPH[c] + trans,cis-2,9-eicosadienoyl-CoA[c] => 9-eicosenoyl-CoA[c] + NADP+[c]	ENSG00000099797 or ENSG00000205678	Fatty acid biosynthesis (unsaturated)
MAR02353		9-eicosenoyl-CoA[c] + H+[c] + malonyl-CoA[c] => 3-oxo-11cis-docosenoyl-CoA[c] + CO2[c] + CoA[c]	ENSG00000012660 or ENSG00000066322 or ENSG00000118402 or ENSG00000119915 or ENSG00000164181 or ENSG00000170522 or ENSG00000197977	Fatty acid biosynthesis (unsaturated)
MAR02354		3-oxo-11cis-docosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-11-cis-docosenoyl-CoA[c] + NADP+[c]	ENSG00000149084	Fatty acid biosynthesis (unsaturated)
MAR02355		3(S)-hydroxy-11-cis-docosenoyl-CoA[c] => H2O[c] + trans,cis-2,11-docosadienoyl-CoA[c]	ENSG00000074696 or ENSG00000146066 or ENSG00000165996 or ENSG00000188921 or ENSG00000206527	Fatty acid biosynthesis (unsaturated)
MAR02356		H+[c] + NADPH[c] + trans,cis-2,11-docosadienoyl-CoA[c] => (11Z)-docosenoyl-CoA[c] + NADP+[c]	ENSG00000099797 or ENSG00000205678	Fatty acid biosynthesis (unsaturated)
MAR02361		(6Z,9Z)-octadecadienoyl-CoA[c] + H+[c] + malonyl-CoA[c] => 3-oxo-eicosadienoyl-CoA[c] + CO2[c] + CoA[c]	ENSG00000012660 or ENSG00000066322 or ENSG00000118402 or ENSG00000119915 or ENSG00000164181 or ENSG00000170522 or ENSG00000197977	Fatty acid biosynthesis (unsaturated)
MAR02362		3-oxo-eicosadienoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-3-oxo-eicosadienoyl-CoA[c] + NADP+[c]	ENSG00000149084	Fatty acid biosynthesis (unsaturated)
MAR02363		3(S)-hydroxy-3-oxo-eicosadienoyl-CoA[c] => H2O[c] + trans,cis-2,8,11-eicosatrienoyl-CoA[c]	ENSG00000074696 or ENSG00000146066 or ENSG00000165996 or ENSG00000188921 or ENSG00000206527	Fatty acid biosynthesis (unsaturated)
MAR02364		H+[c] + NADPH[c] + trans,cis-2,8,11-eicosatrienoyl-CoA[c] => (8Z,11Z)-eicosadienoyl-CoA[c] + NADP+[c]	ENSG00000099797 or ENSG00000205678	Fatty acid biosynthesis (unsaturated)
MAR02190		H+[c] + malonyl-CoA[c] + palmitoyl-CoA[c] => 3-oxooctadecanoyl-CoA[c] + CO2[c] + CoA[c]	ENSG00000012660 or ENSG00000066322 or ENSG00000118402 or ENSG00000119915 or ENSG00000164181 or ENSG00000170522 or ENSG00000197977	Fatty acid elongation (even-chain)
MAR02191	3-hydroxyoctadecanoyl-CoA:NADP+ oxidoreductase	3-oxooctadecanoyl-CoA[c] + H+[c] + NADPH[c] => 3-hydroxyoctadecanoyl-CoA[c] + NADP+[c]	ENSG00000149084	Fatty acid elongation (even-chain)
MAR02193		3-hydroxyoctadecanoyl-CoA[c] => (2E)-octadecenoyl-CoA[c] + H2O[c]	ENSG00000074696 or ENSG00000146066 or ENSG00000165996 or ENSG00000188921 or ENSG00000206527	Fatty acid elongation (even-chain)
MAR02194	octadecanoyl-CoA:NADP+ trans-2-oxidoreductase	(2E)-octadecenoyl-CoA[c] + H+[c] + NADPH[c] => NADP+[c] + stearoyl-CoA[c]	ENSG00000099797 or ENSG00000205678	Fatty acid elongation (even-chain)
MAR02201		H+[c] + malonyl-CoA[c] + stearoyl-CoA[c] => 3-oxoeicosanoyl-CoA[c] + CO2[c] + CoA[c]	ENSG00000012660 or ENSG00000066322 or ENSG00000118402 or ENSG00000119915 or ENSG00000164181 or ENSG00000170522 or ENSG00000197977	Fatty acid elongation (even-chain)
MAR02202		3-oxoeicosanoyl-CoA[c] + H+[c] + NADPH[c] => 3-hydroxyeicosanoyl-CoA[c] + NADP+[c]	ENSG00000149084	Fatty acid elongation (even-chain)
MAR02203		3-hydroxyeicosanoyl-CoA[c] => (2E)-eicosenoyl-CoA[c] + H2O[c]	ENSG00000074696 or ENSG00000146066 or ENSG00000165996 or ENSG00000188921 or ENSG00000206527	Fatty acid elongation (even-chain)
MAR02204		(2E)-eicosenoyl-CoA[c] + H+[c] + NADPH[c] => eicosanoyl-CoA[c] + NADP+[c]	ENSG00000099797 or ENSG00000205678	Fatty acid elongation (even-chain)
MAR02205		eicosanoyl-CoA[c] + H+[c] + malonyl-CoA[c] => 3-oxodocosanoyl-CoA[c] + CO2[c] + CoA[c]	ENSG00000012660 or ENSG00000066322 or ENSG00000118402 or ENSG00000119915 or ENSG00000164181 or ENSG00000170522 or ENSG00000197977	Fatty acid elongation (even-chain)
MAR02208		3-oxodocosanoyl-CoA[c] + H+[c] + NADPH[c] => 3-hydroxydocosanoyl-CoA[c] + NADP+[c]	ENSG00000149084	Fatty acid elongation (even-chain)
MAR02209		3-hydroxydocosanoyl-CoA[c] => (2E)-docosenoyl-CoA[c] + H2O[c]	ENSG00000074696 or ENSG00000146066 or ENSG00000165996 or ENSG00000188921 or ENSG00000206527	Fatty acid elongation (even-chain)
MAR02210		(2E)-docosenoyl-CoA[c] + H+[c] + NADPH[c] => docosanoyl-CoA[c] + NADP+[c]	ENSG00000099797 or ENSG00000205678	Fatty acid elongation (even-chain)
MAR02211		docosanoyl-CoA[c] + H+[c] + malonyl-CoA[c] => 3-oxotetracosanoyl-CoA[c] + CO2[c] + CoA[c]	ENSG00000012660 or ENSG00000066322 or ENSG00000118402 or ENSG00000119915 or ENSG00000164181 or ENSG00000170522 or ENSG00000197977	Fatty acid elongation (even-chain)
MAR02212		3-oxotetracosanoyl-CoA[c] + H+[c] + NADPH[c] => 3-hydroxytetracosanoyl-CoA[c] + NADP+[c]	ENSG00000149084	Fatty acid elongation (even-chain)
MAR02213		3-hydroxytetracosanoyl-CoA[c] => (2E)-tetracosenoyl-CoA[c] + H2O[c]	ENSG00000074696 or ENSG00000146066 or ENSG00000165996 or ENSG00000188921 or ENSG00000206527	Fatty acid elongation (even-chain)
MAR02214		(2E)-tetracosenoyl-CoA[c] + H+[c] + NADPH[c] => NADP+[c] + tetracosanoyl-CoA[c]	ENSG00000099797 or ENSG00000205678	Fatty acid elongation (even-chain)
MAR02215		H+[c] + malonyl-CoA[c] + tetracosanoyl-CoA[c] => 3-oxohexacosanoyl-CoA[c] + CO2[c] + CoA[c]	ENSG00000012660 or ENSG00000066322 or ENSG00000118402 or ENSG00000119915 or ENSG00000164181 or ENSG00000170522 or ENSG00000197977	Fatty acid elongation (even-chain)
MAR02217		3-oxohexacosanoyl-CoA[c] + H+[c] + NADPH[c] => 3-hydroxyhexacosanoyl-CoA[c] + NADP+[c]	ENSG00000149084	Fatty acid elongation (even-chain)
MAR02218		3-hydroxyhexacosanoyl-CoA[c] => (2E)-hexacosenoyl-CoA[c] + H2O[c]	ENSG00000074696 or ENSG00000146066 or ENSG00000165996 or ENSG00000188921 or ENSG00000206527	Fatty acid elongation (even-chain)
MAR02219		(2E)-hexacosenoyl-CoA[c] + H+[c] + NADPH[c] => hexacosanoyl-CoA[c] + NADP+[c]	ENSG00000099797 or ENSG00000205678	Fatty acid elongation (even-chain)
MAR02259		H+[c] + heptadecanoyl-CoA[c] + malonyl-CoA[c] => 3-oxononadecanoyl-CoA[c] + CO2[c] + CoA[c]	ENSG00000012660 or ENSG00000066322 or ENSG00000118402 or ENSG00000119915 or ENSG00000164181 or ENSG00000170522 or ENSG00000197977	Fatty acid elongation (odd-chain)
